Gene,Annotation,Present_ST354,Absent_ST354,Present_Other,Absent_Other,Sensitivity,Specificity,Odds_Ratio,P_Value,Is_Priority_Candidate,Rank,FDR_Q_Value
slmA,Nucleoid occlusion factor SlmA,28,0,3,0,1.0,0.0,,1.0,No,7190,1.0
group_888,hypothetical protein,28,0,3,0,1.0,0.0,,1.0,No,7191,1.0
yihX,Alpha-D-glucose 1-phosphate phosphatase YihX,28,0,3,0,1.0,0.0,,1.0,No,7192,1.0
yfbR,5'-deoxynucleotidase YfbR,28,0,3,0,1.0,0.0,,1.0,No,7193,1.0
ygfA,5-formyltetrahydrofolate cyclo-ligase,28,0,3,0,1.0,0.0,,1.0,No,7194,1.0
napC,Cytochrome c-type protein NapC,28,0,3,0,1.0,0.0,,1.0,No,7195,1.0
ais,Lipopolysaccharide core heptose(II)-phosphate phosphatase,28,0,3,0,1.0,0.0,,1.0,No,7196,1.0
slyD,FKBP-type peptidyl-prolyl cis-trans isomerase SlyD,28,0,3,0,1.0,0.0,,1.0,No,7197,1.0
ydjM,Inner membrane protein YdjM,28,0,3,0,1.0,0.0,,1.0,No,7198,1.0
grpE,Protein GrpE,28,0,3,0,1.0,0.0,,1.0,No,7199,1.0
tesA,Thioesterase 1/protease 1/lysophospholipase L1,28,0,3,0,1.0,0.0,,1.0,No,7200,1.0
tehB,Tellurite methyltransferase,28,0,3,0,1.0,0.0,,1.0,No,7201,1.0
group_899,hypothetical protein,28,0,3,0,1.0,0.0,,1.0,No,7202,1.0
rnhB,Ribonuclease HII,28,0,3,0,1.0,0.0,,1.0,No,7203,1.0
ybjG,Putative undecaprenyl-diphosphatase YbjG,28,0,3,0,1.0,0.0,,1.0,No,7204,1.0
mtlR,Mannitol operon repressor,28,0,3,0,1.0,0.0,,1.0,No,7205,1.0
fdnG_2,Formate dehydrogenase nitrate-inducible major subunit,28,0,3,0,1.0,0.0,,1.0,No,7206,1.0
uhpA,Transcriptional regulatory protein UhpA,28,0,3,0,1.0,0.0,,1.0,No,7207,1.0
group_904,putative protein,28,0,3,0,1.0,0.0,,1.0,No,7208,1.0
yajL,Protein/nucleic acid deglycase 3,28,0,3,0,1.0,0.0,,1.0,No,7209,1.0
hisH,Imidazole glycerol phosphate synthase subunit HisH,28,0,3,0,1.0,0.0,,1.0,No,7210,1.0
ribA,GTP cyclohydrolase-2,28,0,3,0,1.0,0.0,,1.0,No,7211,1.0
diaA,DnaA initiator-associating protein DiaA,28,0,3,0,1.0,0.0,,1.0,No,7212,1.0
slp_1,Outer membrane protein Slp,28,0,3,0,1.0,0.0,,1.0,No,7213,1.0
pth,Peptidyl-tRNA hydrolase,28,0,3,0,1.0,0.0,,1.0,No,7214,1.0
rimJ,[Ribosomal protein uS5]-alanine N-acetyltransferase,28,0,3,0,1.0,0.0,,1.0,No,7215,1.0
mog,Molybdopterin adenylyltransferase,28,0,3,0,1.0,0.0,,1.0,No,7216,1.0
ecpA,Common pilus major fimbrillin subunit EcpA,28,0,3,0,1.0,0.0,,1.0,No,7217,1.0
fdoG_2,Formate dehydrogenase-O major subunit,28,0,3,0,1.0,0.0,,1.0,No,7218,1.0
yohC,Inner membrane protein YohC,28,0,3,0,1.0,0.0,,1.0,No,7219,1.0
group_909,hypothetical protein,28,0,3,0,1.0,0.0,,1.0,No,7220,1.0
yohD,Inner membrane protein YohD,28,0,3,0,1.0,0.0,,1.0,No,7221,1.0
rsxB,Ion-translocating oxidoreductase complex subunit B,28,0,3,0,1.0,0.0,,1.0,No,7222,1.0
group_930,Nudix hydrolase,28,0,3,0,1.0,0.0,,1.0,No,7223,1.0
flhC,Flagellar transcriptional regulator FlhC,28,0,3,0,1.0,0.0,,1.0,No,7224,1.0
dcd,dCTP deaminase,28,0,3,0,1.0,0.0,,1.0,No,7225,1.0
group_921,hypothetical protein,28,0,3,0,1.0,0.0,,1.0,No,7226,1.0
rsxA,Ion-translocating oxidoreductase complex subunit A,28,0,3,0,1.0,0.0,,1.0,No,7227,1.0
sodB,Superoxide dismutase [Fe],28,0,3,0,1.0,0.0,,1.0,No,7228,1.0
group_3802,hypothetical protein,1,27,0,3,0.03571428571428571,1.0,inf,1.0,No,7229,1.0
group_3801,hypothetical protein,1,27,0,3,0.03571428571428571,1.0,inf,1.0,No,7230,1.0
group_3815,hypothetical protein,1,27,0,3,0.03571428571428571,1.0,inf,1.0,No,7231,1.0
group_3814,hypothetical protein,1,27,0,3,0.03571428571428571,1.0,inf,1.0,No,7232,1.0
group_3812,hypothetical protein,1,27,0,3,0.03571428571428571,1.0,inf,1.0,No,7233,1.0
group_3834,hypothetical protein,1,27,0,3,0.03571428571428571,1.0,inf,1.0,No,7234,1.0
group_3831,hypothetical protein,1,27,0,3,0.03571428571428571,1.0,inf,1.0,No,7235,1.0
group_3842,hypothetical protein,1,27,0,3,0.03571428571428571,1.0,inf,1.0,No,7236,1.0
tacT3,tRNA-acetylating toxin 3,1,27,0,3,0.03571428571428571,1.0,inf,1.0,No,7237,1.0
dolP,Outer membrane lipoprotein DolP,28,0,3,0,1.0,0.0,,1.0,No,7238,1.0
yceI,Protein YceI,28,0,3,0,1.0,0.0,,1.0,No,7239,1.0
nfuA,Fe/S biogenesis protein NfuA,28,0,3,0,1.0,0.0,,1.0,No,7240,1.0
sapB_1,Protein SapB,28,0,3,0,1.0,0.0,,1.0,No,7241,1.0
ves,Protein Ves,28,0,3,0,1.0,0.0,,1.0,No,7242,1.0
gmhA,Phosphoheptose isomerase,28,0,3,0,1.0,0.0,,1.0,No,7243,1.0
group_933,hypothetical protein,28,0,3,0,1.0,0.0,,1.0,No,7244,1.0
group_932,hypothetical protein,28,0,3,0,1.0,0.0,,1.0,No,7245,1.0
yeiP,Elongation factor P-like protein,28,0,3,0,1.0,0.0,,1.0,No,7246,1.0
ppiA,Peptidyl-prolyl cis-trans isomerase A,28,0,3,0,1.0,0.0,,1.0,No,7247,1.0
hdeD,Protein HdeD,28,0,3,0,1.0,0.0,,1.0,No,7248,1.0
gmhB,D-glycero-beta-D-manno-heptose-17-bisphosphate 7-phosphatase,28,0,3,0,1.0,0.0,,1.0,No,7249,1.0
yfeY,putative protein YfeY,28,0,3,0,1.0,0.0,,1.0,No,7250,1.0
nudK,GDP-mannose pyrophosphatase,28,0,3,0,1.0,0.0,,1.0,No,7251,1.0
rpoE,ECF RNA polymerase sigma-E factor,28,0,3,0,1.0,0.0,,1.0,No,7252,1.0
lptC,Lipopolysaccharide export system protein LptC,28,0,3,0,1.0,0.0,,1.0,No,7253,1.0
nrfB,Cytochrome c-type protein NrfB,28,0,3,0,1.0,0.0,,1.0,No,7254,1.0
slp_2,Outer membrane protein Slp,28,0,3,0,1.0,0.0,,1.0,No,7255,1.0
mntP,putative manganese efflux pump MntP,28,0,3,0,1.0,0.0,,1.0,No,7256,1.0
yecD,Isochorismatase family protein YecD,28,0,3,0,1.0,0.0,,1.0,No,7257,1.0
yecM,Protein YecM,28,0,3,0,1.0,0.0,,1.0,No,7258,1.0
ubiX,Flavin prenyltransferase UbiX,28,0,3,0,1.0,0.0,,1.0,No,7259,1.0
tsaC,Threonylcarbamoyl-AMP synthase,28,0,3,0,1.0,0.0,,1.0,No,7260,1.0
gcvR,Glycine cleavage system transcriptional repressor,28,0,3,0,1.0,0.0,,1.0,No,7261,1.0
ahpC,Alkyl hydroperoxide reductase C,28,0,3,0,1.0,0.0,,1.0,No,7262,1.0
tag,DNA-3-methyladenine glycosylase 1,28,0,3,0,1.0,0.0,,1.0,No,7263,1.0
satP,Succinate-acetate/proton symporter SatP,28,0,3,0,1.0,0.0,,1.0,No,7264,1.0
chrR,Quinone reductase,28,0,3,0,1.0,0.0,,1.0,No,7265,1.0
group_951,hypothetical protein,28,0,3,0,1.0,0.0,,1.0,No,7266,1.0
yqaB,Fructose-1-phosphate phosphatase YqaB,28,0,3,0,1.0,0.0,,1.0,No,7267,1.0
mepS_2,Murein DD-endopeptidase MepS/Murein LD-carboxypeptidase,28,0,3,0,1.0,0.0,,1.0,No,7268,1.0
kdsC,3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC,28,0,3,0,1.0,0.0,,1.0,No,7269,1.0
yqiJ_2,Inner membrane protein YqiJ,1,27,0,3,0.03571428571428571,1.0,inf,1.0,No,7270,1.0
group_3726,hypothetical protein,1,27,0,3,0.03571428571428571,1.0,inf,1.0,No,7271,1.0
group_3724,hypothetical protein,1,27,0,3,0.03571428571428571,1.0,inf,1.0,No,7272,1.0
group_3723,hypothetical protein,1,27,0,3,0.03571428571428571,1.0,inf,1.0,No,7273,1.0
group_3717,hypothetical protein,1,27,0,3,0.03571428571428571,1.0,inf,1.0,No,7274,1.0
group_3740,hypothetical protein,1,27,0,3,0.03571428571428571,1.0,inf,1.0,No,7275,1.0
group_3736,hypothetical protein,1,27,0,3,0.03571428571428571,1.0,inf,1.0,No,7276,1.0
group_3732,hypothetical protein,1,27,0,3,0.03571428571428571,1.0,inf,1.0,No,7277,1.0
group_3728,hypothetical protein,1,27,0,3,0.03571428571428571,1.0,inf,1.0,No,7278,1.0
parM_2,Plasmid segregation protein ParM,1,27,0,3,0.03571428571428571,1.0,inf,1.0,No,7279,1.0
group_3751,hypothetical protein,1,27,0,3,0.03571428571428571,1.0,inf,1.0,No,7280,1.0
pndA,Protein PndA,1,27,0,3,0.03571428571428571,1.0,inf,1.0,No,7281,1.0
group_3745,hypothetical protein,1,27,0,3,0.03571428571428571,1.0,inf,1.0,No,7282,1.0
group_3762,hypothetical protein,1,27,0,3,0.03571428571428571,1.0,inf,1.0,No,7283,1.0
group_3761,hypothetical protein,1,27,0,3,0.03571428571428571,1.0,inf,1.0,No,7284,1.0
group_3756,hypothetical protein,1,27,0,3,0.03571428571428571,1.0,inf,1.0,No,7285,1.0
ycdY,Chaperone protein YcdY,28,0,3,0,1.0,0.0,,1.0,No,7286,1.0
frr,Ribosome-recycling factor,28,0,3,0,1.0,0.0,,1.0,No,7287,1.0
dsbE,Thiol:disulfide interchange protein DsbE,28,0,3,0,1.0,0.0,,1.0,No,7288,1.0
lptA,Lipopolysaccharide export system protein LptA,28,0,3,0,1.0,0.0,,1.0,No,7289,1.0
dcrB,Inner membrane lipoprotein DcrB,28,0,3,0,1.0,0.0,,1.0,No,7290,1.0
yceB,putative lipoprotein YceB,28,0,3,0,1.0,0.0,,1.0,No,7291,1.0
nudE,ADP compounds hydrolase NudE,28,0,3,0,1.0,0.0,,1.0,No,7292,1.0
speG,Spermidine N(1)-acetyltransferase,28,0,3,0,1.0,0.0,,1.0,No,7293,1.0
mlaD,Intermembrane phospholipid transport system binding protein MlaD,28,0,3,0,1.0,0.0,,1.0,No,7294,1.0
ygjV,Inner membrane protein YgjV,28,0,3,0,1.0,0.0,,1.0,No,7295,1.0
citX,Apo-citrate lyase phosphoribosyl-dephospho-CoA transferase,28,0,3,0,1.0,0.0,,1.0,No,7296,1.0
darP,Dual-action ribosomal maturation protein DarP,28,0,3,0,1.0,0.0,,1.0,No,7297,1.0
ywrO,General stress protein 14,28,0,3,0,1.0,0.0,,1.0,No,7298,1.0
ydjA,Putative NAD(P)H nitroreductase YdjA,28,0,3,0,1.0,0.0,,1.0,No,7299,1.0
yrdA_2,Protein YrdA,28,0,3,0,1.0,0.0,,1.0,No,7300,1.0
nuoJ,NADH-quinone oxidoreductase subunit J,28,0,3,0,1.0,0.0,,1.0,No,7301,1.0
hemG,Protoporphyrinogen IX dehydrogenase [quinone],28,0,3,0,1.0,0.0,,1.0,No,7302,1.0
seqA,Negative modulator of initiation of replication,28,0,3,0,1.0,0.0,,1.0,No,7303,1.0
pgsA,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,28,0,3,0,1.0,0.0,,1.0,No,7304,1.0
rimM,Ribosome maturation factor RimM,28,0,3,0,1.0,0.0,,1.0,No,7305,1.0
mepK,Peptidoglycan LD-endopeptidase MepK,28,0,3,0,1.0,0.0,,1.0,No,7306,1.0
group_985,hypothetical protein,28,0,3,0,1.0,0.0,,1.0,No,7307,1.0
apt,Adenine phosphoribosyltransferase,28,0,3,0,1.0,0.0,,1.0,No,7308,1.0
yfcE,Phosphodiesterase YfcE,28,0,3,0,1.0,0.0,,1.0,No,7309,1.0
topA_2,DNA topoisomerase 1,28,0,3,0,1.0,0.0,,1.0,No,7310,1.0
hycF_1,Formate hydrogenlyase subunit 6,28,0,3,0,1.0,0.0,,1.0,No,7311,1.0
nuoI,NADH-quinone oxidoreductase subunit I,28,0,3,0,1.0,0.0,,1.0,No,7312,1.0
yfcD,putative Nudix hydrolase YfcD,28,0,3,0,1.0,0.0,,1.0,No,7313,1.0
group_991,hypothetical protein,28,0,3,0,1.0,0.0,,1.0,No,7314,1.0
zapC,Cell division protein ZapC,28,0,3,0,1.0,0.0,,1.0,No,7315,1.0
nusG,Transcription termination/antitermination protein NusG,28,0,3,0,1.0,0.0,,1.0,No,7316,1.0
syd,Protein Syd,28,0,3,0,1.0,0.0,,1.0,No,7317,1.0
yqiK_2,Flotillin family inner membrane protein YqiK,1,27,0,3,0.03571428571428571,1.0,inf,1.0,No,7318,1.0
group_3671,hypothetical protein,1,27,0,3,0.03571428571428571,1.0,inf,1.0,No,7319,1.0
group_3684,hypothetical protein,1,27,0,3,0.03571428571428571,1.0,inf,1.0,No,7320,1.0
group_3682,hypothetical protein,1,27,0,3,0.03571428571428571,1.0,inf,1.0,No,7321,1.0
group_3716,hypothetical protein,1,27,0,3,0.03571428571428571,1.0,inf,1.0,No,7322,1.0
group_3701,Tyrosine recombinase XerC,1,27,0,3,0.03571428571428571,1.0,inf,1.0,No,7323,1.0
group_3700,hypothetical protein,1,27,0,3,0.03571428571428571,1.0,inf,1.0,No,7324,1.0
group_3699,hypothetical protein,1,27,0,3,0.03571428571428571,1.0,inf,1.0,No,7325,1.0
ssb,Single-stranded DNA-binding protein,28,0,3,0,1.0,0.0,,1.0,No,7326,1.0
group_1003,hypothetical protein,28,0,3,0,1.0,0.0,,1.0,No,7327,1.0
rplE,Large ribosomal subunit protein uL5,28,0,3,0,1.0,0.0,,1.0,No,7328,1.0
dnaT,Replication restart protein DnaT,28,0,3,0,1.0,0.0,,1.0,No,7329,1.0
group_1000,hypothetical protein,28,0,3,0,1.0,0.0,,1.0,No,7330,1.0
yciB,Inner membrane-spanning protein YciB,28,0,3,0,1.0,0.0,,1.0,No,7331,1.0
group_999,hypothetical protein,28,0,3,0,1.0,0.0,,1.0,No,7332,1.0
group_998,hypothetical protein,28,0,3,0,1.0,0.0,,1.0,No,7333,1.0
dsbB,Disulfide bond formation protein B,28,0,3,0,1.0,0.0,,1.0,No,7334,1.0
fldA,Flavodoxin 1,28,0,3,0,1.0,0.0,,1.0,No,7335,1.0
fimF_2,Protein FimF,28,0,3,0,1.0,0.0,,1.0,No,7336,1.0
ppa,Inorganic pyrophosphatase,28,0,3,0,1.0,0.0,,1.0,No,7337,1.0
rplF,Large ribosomal subunit protein uL6,28,0,3,0,1.0,0.0,,1.0,No,7338,1.0
atpH,ATP synthase subunit delta,28,0,3,0,1.0,0.0,,1.0,No,7339,1.0
ymdB,O-acetyl-ADP-ribose deacetylase,28,0,3,0,1.0,0.0,,1.0,No,7340,1.0
rcdA,HTH-type transcriptional regulator RcdA,28,0,3,0,1.0,0.0,,1.0,No,7341,1.0
aroL,Shikimate kinase 2,28,0,3,0,1.0,0.0,,1.0,No,7342,1.0
ubiT,Ubiquinone biosynthesis accessory factor UbiT,28,0,3,0,1.0,0.0,,1.0,No,7343,1.0
aegA_2,Putative oxidoreductase AegA,28,0,3,0,1.0,0.0,,1.0,No,7344,1.0
gntK_1,Thermoresistant gluconokinase,28,0,3,0,1.0,0.0,,1.0,No,7345,1.0
gadE,Transcriptional regulator GadE,28,0,3,0,1.0,0.0,,1.0,No,7346,1.0
rppH,RNA pyrophosphohydrolase,28,0,3,0,1.0,0.0,,1.0,No,7347,1.0
hslV,ATP-dependent protease subunit HslV,28,0,3,0,1.0,0.0,,1.0,No,7348,1.0
kefF,Glutathione-regulated potassium-efflux system ancillary protein KefF,28,0,3,0,1.0,0.0,,1.0,No,7349,1.0
ompX_2,Outer membrane protein X,28,0,3,0,1.0,0.0,,1.0,No,7350,1.0
pgpA,Phosphatidylglycerophosphatase A,28,0,3,0,1.0,0.0,,1.0,No,7351,1.0
fldB,Flavodoxin 2,28,0,3,0,1.0,0.0,,1.0,No,7352,1.0
yceD,Large ribosomal RNA subunit accumulation protein YceD,28,0,3,0,1.0,0.0,,1.0,No,7353,1.0
ycdZ,Inner membrane protein YcdZ,28,0,3,0,1.0,0.0,,1.0,No,7354,1.0
pal,Peptidoglycan-associated lipoprotein,28,0,3,0,1.0,0.0,,1.0,No,7355,1.0
sodC,Superoxide dismutase [Cu-Zn],28,0,3,0,1.0,0.0,,1.0,No,7356,1.0
ruvC,Crossover junction endodeoxyribonuclease RuvC,28,0,3,0,1.0,0.0,,1.0,No,7357,1.0
def,Peptide deformylase,28,0,3,0,1.0,0.0,,1.0,No,7358,1.0
sulA,Cell division inhibitor SulA,28,0,3,0,1.0,0.0,,1.0,No,7359,1.0
purE,N5-carboxyaminoimidazole ribonucleotide mutase,28,0,3,0,1.0,0.0,,1.0,No,7360,1.0
moaB,Molybdenum cofactor biosynthesis protein B,28,0,3,0,1.0,0.0,,1.0,No,7361,1.0
tatB,Sec-independent protein translocase protein TatB,28,0,3,0,1.0,0.0,,1.0,No,7362,1.0
ogt,Methylated-DNA--protein-cysteine methyltransferase,28,0,3,0,1.0,0.0,,1.0,No,7363,1.0
hscB,Co-chaperone protein HscB,28,0,3,0,1.0,0.0,,1.0,No,7364,1.0
luxS,S-ribosylhomocysteine lyase,28,0,3,0,1.0,0.0,,1.0,No,7365,1.0
tadA,tRNA-specific adenosine deaminase,28,0,3,0,1.0,0.0,,1.0,No,7366,1.0
group_1073,hypothetical protein,28,0,3,0,1.0,0.0,,1.0,No,7367,1.0
ygjP,UTP pyrophosphatase,28,0,3,0,1.0,0.0,,1.0,No,7368,1.0
dps,DNA protection during starvation protein,28,0,3,0,1.0,0.0,,1.0,No,7369,1.0
proXpy,Multifunctional Ser/Thr-tRNA deacylase ProXp-y,28,0,3,0,1.0,0.0,,1.0,No,7370,1.0
cheW,Chemotaxis protein CheW,28,0,3,0,1.0,0.0,,1.0,No,7371,1.0
tpx,Thiol peroxidase,28,0,3,0,1.0,0.0,,1.0,No,7372,1.0
crr,PTS system glucose-specific EIIA component,28,0,3,0,1.0,0.0,,1.0,No,7373,1.0
sspB,Stringent starvation protein B,28,0,3,0,1.0,0.0,,1.0,No,7374,1.0
ubiC,Chorismate pyruvate-lyase,28,0,3,0,1.0,0.0,,1.0,No,7375,1.0
cpxP,Periplasmic protein CpxP,28,0,3,0,1.0,0.0,,1.0,No,7376,1.0
eutK,Bacterial microcompartment shell protein EutK,28,0,3,0,1.0,0.0,,1.0,No,7377,1.0
recX,Regulatory protein RecX,28,0,3,0,1.0,0.0,,1.0,No,7378,1.0
nuoE,NADH-quinone oxidoreductase subunit E,28,0,3,0,1.0,0.0,,1.0,No,7379,1.0
ftnA_2,Bacterial non-heme ferritin,28,0,3,0,1.0,0.0,,1.0,No,7380,1.0
rpsE,Small ribosomal subunit protein uS5,28,0,3,0,1.0,0.0,,1.0,No,7381,1.0
group_1090,hypothetical protein,28,0,3,0,1.0,0.0,,1.0,No,7382,1.0
group_1089,hypothetical protein,28,0,3,0,1.0,0.0,,1.0,No,7383,1.0
hybD,Hydrogenase 2 maturation protease,28,0,3,0,1.0,0.0,,1.0,No,7384,1.0
rutF,FMN reductase (NADH) RutF,28,0,3,0,1.0,0.0,,1.0,No,7385,1.0
ppiB,Peptidyl-prolyl cis-trans isomerase B,28,0,3,0,1.0,0.0,,1.0,No,7386,1.0
ftnA_1,Bacterial non-heme ferritin,28,0,3,0,1.0,0.0,,1.0,No,7387,1.0
rplJ,Large ribosomal subunit protein uL10,28,0,3,0,1.0,0.0,,1.0,No,7388,1.0
pncC_2,Nicotinamide-nucleotide amidohydrolase PncC,28,0,3,0,1.0,0.0,,1.0,No,7389,1.0
mreD,Rod shape-determining protein MreD,28,0,3,0,1.0,0.0,,1.0,No,7390,1.0
hybE,Hydrogenase-2 operon protein HybE,28,0,3,0,1.0,0.0,,1.0,No,7391,1.0
ybjO,Inner membrane protein YbjO,28,0,3,0,1.0,0.0,,1.0,No,7392,1.0
ilvH,Acetolactate synthase isozyme 3 small subunit,28,0,3,0,1.0,0.0,,1.0,No,7393,1.0
ptsN,Nitrogen regulatory protein,28,0,3,0,1.0,0.0,,1.0,No,7394,1.0
lrp,Leucine-responsive regulatory protein,28,0,3,0,1.0,0.0,,1.0,No,7395,1.0
lspA,Lipoprotein signal peptidase,28,0,3,0,1.0,0.0,,1.0,No,7396,1.0
napF,Ferredoxin-type protein NapF,28,0,3,0,1.0,0.0,,1.0,No,7397,1.0
rraA,Regulator of ribonuclease activity A,28,0,3,0,1.0,0.0,,1.0,No,7398,1.0
skp,Chaperone protein Skp,28,0,3,0,1.0,0.0,,1.0,No,7399,1.0
sixA,Phosphohistidine phosphatase SixA,28,0,3,0,1.0,0.0,,1.0,No,7400,1.0
moaC,Cyclic pyranopterin monophosphate synthase,28,0,3,0,1.0,0.0,,1.0,No,7401,1.0
spy,Periplasmic chaperone Spy,28,0,3,0,1.0,0.0,,1.0,No,7402,1.0
rfaH,Transcription antitermination protein RfaH,28,0,3,0,1.0,0.0,,1.0,No,7403,1.0
iscR,HTH-type transcriptional regulator IscR,28,0,3,0,1.0,0.0,,1.0,No,7404,1.0
cvpA,Colicin V production protein,28,0,3,0,1.0,0.0,,1.0,No,7405,1.0
eutP,putative acetate kinase EutP,28,0,3,0,1.0,0.0,,1.0,No,7406,1.0
ispF,2-C-methyl-D-erythritol 24-cyclodiphosphate synthase,28,0,3,0,1.0,0.0,,1.0,No,7407,1.0
ccmE,Cytochrome c-type biogenesis protein CcmE,28,0,3,0,1.0,0.0,,1.0,No,7408,1.0
coaD,Phosphopantetheine adenylyltransferase,28,0,3,0,1.0,0.0,,1.0,No,7409,1.0
allA,Ureidoglycolate lyase,28,0,3,0,1.0,0.0,,1.0,No,7410,1.0
smpB,SsrA-binding protein,28,0,3,0,1.0,0.0,,1.0,No,7411,1.0
group_1113,putative HTH-type transcriptional regulator,28,0,3,0,1.0,0.0,,1.0,No,7412,1.0
group_1112,hypothetical protein,28,0,3,0,1.0,0.0,,1.0,No,7413,1.0
levE,PTS system fructose-specific EIIB component,28,0,3,0,1.0,0.0,,1.0,No,7414,1.0
trmL_1,tRNA (cytidine(34)-2'-O)-methyltransferase,28,0,3,0,1.0,0.0,,1.0,No,7415,1.0
rsd,Regulator of sigma D,28,0,3,0,1.0,0.0,,1.0,No,7416,1.0
greA,Transcription elongation factor GreA,28,0,3,0,1.0,0.0,,1.0,No,7417,1.0
group_1128,hypothetical protein,28,0,3,0,1.0,0.0,,1.0,No,7418,1.0
ybjN,putative protein YbjN,28,0,3,0,1.0,0.0,,1.0,No,7419,1.0
greB,Transcription elongation factor GreB,28,0,3,0,1.0,0.0,,1.0,No,7420,1.0
ybaK,Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK,28,0,3,0,1.0,0.0,,1.0,No,7421,1.0
group_3529,hypothetical protein,1,27,0,3,0.03571428571428571,1.0,inf,1.0,No,7422,1.0
group_3528,hypothetical protein,1,27,0,3,0.03571428571428571,1.0,inf,1.0,No,7423,1.0
group_3527,IS630 family transposase ISSpu2,1,27,0,3,0.03571428571428571,1.0,inf,1.0,No,7424,1.0
group_3526,IS3 family transposase ISKpn38,1,27,0,3,0.03571428571428571,1.0,inf,1.0,No,7425,1.0
group_3524,hypothetical protein,1,27,0,3,0.03571428571428571,1.0,inf,1.0,No,7426,1.0
group_3523,hypothetical protein,1,27,0,3,0.03571428571428571,1.0,inf,1.0,No,7427,1.0
group_3522,hypothetical protein,1,27,0,3,0.03571428571428571,1.0,inf,1.0,Yes (Locus 04371),7428,1.0
group_3521,hypothetical protein,1,27,0,3,0.03571428571428571,1.0,inf,1.0,No,7429,1.0
group_2460,hypothetical protein,1,27,0,3,0.03571428571428571,1.0,inf,1.0,No,7430,1.0
group_2459,hypothetical protein,1,27,0,3,0.03571428571428571,1.0,inf,1.0,No,7431,1.0
group_2458,hypothetical protein,1,27,0,3,0.03571428571428571,1.0,inf,1.0,No,7432,1.0
group_2457,hypothetical protein,1,27,0,3,0.03571428571428571,1.0,inf,1.0,No,7433,1.0
group_2456,hypothetical protein,1,27,0,3,0.03571428571428571,1.0,inf,1.0,No,7434,1.0
dpnA,Type II methyltransferase M2.DpnII,1,27,0,3,0.03571428571428571,1.0,inf,1.0,No,7435,1.0
group_3505,hypothetical protein,1,27,0,3,0.03571428571428571,1.0,inf,1.0,No,7436,1.0
group_3503,hypothetical protein,1,27,0,3,0.03571428571428571,1.0,inf,1.0,No,7437,1.0
group_3502,hypothetical protein,1,27,0,3,0.03571428571428571,1.0,inf,1.0,No,7438,1.0
group_3501,hypothetical protein,1,27,0,3,0.03571428571428571,1.0,inf,1.0,No,7439,1.0
group_3500,hypothetical protein,1,27,0,3,0.03571428571428571,1.0,inf,1.0,No,7440,1.0
group_2826,hypothetical protein,1,27,0,3,0.03571428571428571,1.0,inf,1.0,No,7441,1.0
group_2532,hypothetical protein,1,27,0,3,0.03571428571428571,1.0,inf,1.0,No,7442,1.0
group_3511,hypothetical protein,1,27,0,3,0.03571428571428571,1.0,inf,1.0,No,7443,1.0
group_3510,hypothetical protein,1,27,0,3,0.03571428571428571,1.0,inf,1.0,Yes (Locus 03161),7444,1.0
group_3509,hypothetical protein,1,27,0,3,0.03571428571428571,1.0,inf,1.0,No,7445,1.0
wecB_1,UDP-N-acetylglucosamine 2-epimerase,1,27,0,3,0.03571428571428571,1.0,inf,1.0,No,7446,1.0
group_3508,hypothetical protein,1,27,0,3,0.03571428571428571,1.0,inf,1.0,No,7447,1.0
group_3507,UDP-galactopyranose mutase,1,27,0,3,0.03571428571428571,1.0,inf,1.0,No,7448,1.0
pglH,GalNAc-alpha-(1->4)-GalNAc-alpha-(1->3)-diNAcBac-PP-undecaprenol alpha-14-N-acetyl-D-galactosaminyltransferase,1,27,0,3,0.03571428571428571,1.0,inf,1.0,No,7449,1.0
group_3506,hypothetical protein,1,27,0,3,0.03571428571428571,1.0,inf,1.0,No,7450,1.0
group_3520,hypothetical protein,1,27,0,3,0.03571428571428571,1.0,inf,1.0,No,7451,1.0
group_3519,hypothetical protein,1,27,0,3,0.03571428571428571,1.0,inf,1.0,No,7452,1.0
group_3518,IS110 family transposase ISKpn2,1,27,0,3,0.03571428571428571,1.0,inf,1.0,No,7453,1.0
group_3517,hypothetical protein,1,27,0,3,0.03571428571428571,1.0,inf,1.0,No,7454,1.0
group_3516,IS1 family transposase IS1A,1,27,0,3,0.03571428571428571,1.0,inf,1.0,No,7455,1.0
group_3514,hypothetical protein,1,27,0,3,0.03571428571428571,1.0,inf,1.0,No,7456,1.0
group_3513,hypothetical protein,1,27,0,3,0.03571428571428571,1.0,inf,1.0,No,7457,1.0
group_3512,hypothetical protein,1,27,0,3,0.03571428571428571,1.0,inf,1.0,No,7458,1.0
atpF,ATP synthase subunit b,28,0,3,0,1.0,0.0,,1.0,No,7459,1.0
ribE,67-dimethyl-8-ribityllumazine synthase,28,0,3,0,1.0,0.0,,1.0,No,7460,1.0
ylaC,Inner membrane protein YlaC,28,0,3,0,1.0,0.0,,1.0,No,7461,1.0
bcp,Peroxiredoxin Bcp,28,0,3,0,1.0,0.0,,1.0,No,7462,1.0
hycI,Hydrogenase 3 maturation protease,28,0,3,0,1.0,0.0,,1.0,No,7463,1.0
